system_id,access_window_start_utc,access_window_end_exclusive_utc,taxonomy_condition,canonical_task_count,total_system_window_tasks,condition_share_within_system_window,equal_share_reference,share_deviation_from_equal,exact_macro_f1_descriptive,invalid_rate_descriptive,gold_bug_count,gold_feature_count,gold_question_count,window_rule,analysis_status
deepseek-v4-flash,2026-07-05T00:00:00+00:00,2026-07-05T06:00:00+00:00,T0,357,1796,0.1987750556792873,0.20000000000000001,-0.001224944320712712,0.7115629892694848,0,114,126,117,"fixed six-hour UTC calendar windows using successful-call start_timestamp; boundaries are [00:00,06:00), [06:00,12:00), [12:00,18:00), and [18:00,24:00) UTC",post-result descriptive sensitivity; no causal or population-inference claim
deepseek-v4-flash,2026-07-05T00:00:00+00:00,2026-07-05T06:00:00+00:00,T1,376,1796,0.20935412026726058,0.20000000000000001,0.0093541202672605683,0.71712376894259633,0.021276595744680882,130,122,124,"fixed six-hour UTC calendar windows using successful-call start_timestamp; boundaries are [00:00,06:00), [06:00,12:00), [12:00,18:00), and [18:00,24:00) UTC",post-result descriptive sensitivity; no causal or population-inference claim
deepseek-v4-flash,2026-07-05T00:00:00+00:00,2026-07-05T06:00:00+00:00,T2,355,1796,0.19766146993318487,0.20000000000000001,-0.0023385300668151421,0.70757540238919958,0.016901408450704203,117,114,124,"fixed six-hour UTC calendar windows using successful-call start_timestamp; boundaries are [00:00,06:00), [06:00,12:00), [12:00,18:00), and [18:00,24:00) UTC",post-result descriptive sensitivity; no causal or population-inference claim
deepseek-v4-flash,2026-07-05T00:00:00+00:00,2026-07-05T06:00:00+00:00,T3,333,1796,0.18541202672605792,0.20000000000000001,-0.014587973273942095,0.68785790530292623,0.012012012012011963,116,112,105,"fixed six-hour UTC calendar windows using successful-call start_timestamp; boundaries are [00:00,06:00), [06:00,12:00), [12:00,18:00), and [18:00,24:00) UTC",post-result descriptive sensitivity; no causal or population-inference claim
deepseek-v4-flash,2026-07-05T00:00:00+00:00,2026-07-05T06:00:00+00:00,T4,375,1796,0.20879732739420936,0.20000000000000001,0.0087973273942093533,0.66773862696443353,0.021333333333333315,116,133,126,"fixed six-hour UTC calendar windows using successful-call start_timestamp; boundaries are [00:00,06:00), [06:00,12:00), [12:00,18:00), and [18:00,24:00) UTC",post-result descriptive sensitivity; no causal or population-inference claim
deepseek-v4-flash,2026-07-05T06:00:00+00:00,2026-07-05T12:00:00+00:00,T0,959,4836,0.19830438378825477,0.20000000000000001,-0.0016956162117452434,0.6993688291852127,0.0041710114702815382,310,325,324,"fixed six-hour UTC calendar windows using successful-call start_timestamp; boundaries are [00:00,06:00), [06:00,12:00), [12:00,18:00), and [18:00,24:00) UTC",post-result descriptive sensitivity; no causal or population-inference claim
deepseek-v4-flash,2026-07-05T06:00:00+00:00,2026-07-05T12:00:00+00:00,T1,966,4836,0.19975186104218362,0.20000000000000001,-0.00024813895781639062,0.68640061286698673,0.016563146997929601,329,319,318,"fixed six-hour UTC calendar windows using successful-call start_timestamp; boundaries are [00:00,06:00), [06:00,12:00), [12:00,18:00), and [18:00,24:00) UTC",post-result descriptive sensitivity; no causal or population-inference claim
deepseek-v4-flash,2026-07-05T06:00:00+00:00,2026-07-05T12:00:00+00:00,T2,963,4836,0.19913151364764267,0.20000000000000001,-0.0008684863523573394,0.69318881249787589,0.01349948078920038,318,325,320,"fixed six-hour UTC calendar windows using successful-call start_timestamp; boundaries are [00:00,06:00), [06:00,12:00), [12:00,18:00), and [18:00,24:00) UTC",post-result descriptive sensitivity; no causal or population-inference claim
deepseek-v4-flash,2026-07-05T06:00:00+00:00,2026-07-05T12:00:00+00:00,T3,993,4836,0.2053349875930521,0.20000000000000001,0.0053349875930520929,0.681003367820328,0.023162134944612278,323,331,339,"fixed six-hour UTC calendar windows using successful-call start_timestamp; boundaries are [00:00,06:00), [06:00,12:00), [12:00,18:00), and [18:00,24:00) UTC",post-result descriptive sensitivity; no causal or population-inference claim
deepseek-v4-flash,2026-07-05T06:00:00+00:00,2026-07-05T12:00:00+00:00,T4,955,4836,0.19747725392886684,0.20000000000000001,-0.0025227460711331751,0.71582117464113593,0.020942408376963373,322,317,316,"fixed six-hour UTC calendar windows using successful-call start_timestamp; boundaries are [00:00,06:00), [06:00,12:00), [12:00,18:00), and [18:00,24:00) UTC",post-result descriptive sensitivity; no causal or population-inference claim
